systime, gpstime, latitude, longitude, altitude, speed, heading, hpdop, vdop, pdop
1411813796.81062, 1411813794.00, 41.149683, -8.604175, 142.9, 2.202, 173.5600, 0.9, 1.3, 1.6
1411813798.22869, 1411813795.00, 41.149668, -8.604175, 143.3, 1.353, 187.6800, 0.9, 1.3, 1.6
1411813798.84330, 1411813796.00, 41.149657, -8.604177, 143.9, 0.839, 176.7400, 1.0, 1.5, 1.8
1411813799.80700, 1411813797.00, 41.149647, -8.604177, 144.3, 0.998, 176.0600, 1.0, 1.5, 1.8
1411813800.89051, 1411813797.00, 41.149647, -8.604177, 145.3, 0.998, 176.0600, 0.9, 1.3, 1.6
1411813801.80834, 1411813799.00, 41.149622, -8.604180, 145.9, 1.507, 172.7800, 0.9, 1.3, 1.6
1411813803.77240, 1411813800.00, 41.149605, -8.604178, 146.9, 1.734, 178.9500, 0.9, 1.3, 1.6
1411813804.78995, 1411813802.00, 41.149570, -8.604177, 146.4, 2.768, 176.1400, 0.9, 1.3, 1.6
1411813805.83883, 1411813803.00, 41.149543, -8.604178, 145.9, 3.318, 183.5300, 0.9, 1.3, 1.6
1411813806.83689, 1411813804.00, 41.149512, -8.604183, 146.6, 3.442, 182.8900, 0.9, 1.3, 1.6
1411813808.21940, 1411813805.00, 41.149480, -8.604187, 147.6, 3.128, 180.6900, 0.9, 1.3, 1.6
1411813808.80926, 1411813806.00, 41.149452, -8.604185, 148.7, 2.881, 173.6200, 0.9, 1.3, 1.6
1411813809.85002, 1411813807.00, 41.149422, -8.604177, 150.0, 3.148, 166.9000, 0.9, 1.3, 1.6
1411813810.81637, 1411813808.00, 41.149390, -8.604175, 151.2, 3.524, 178.0800, 0.9, 1.3, 1.6
1411813811.82968, 1411813809.00, 41.149357, -8.604175, 151.6, 3.992, 171.6800, 0.9, 1.3, 1.6
1411813813.75931, 1411813810.00, 41.149328, -8.604173, 149.5, 3.431, 181.6700, 1.1, 1.5, 1.9
1411813814.30855, 1411813811.00, 41.149310, -8.604192,, 3.169, 227.1300,,,
1411813814.88661, 1411813812.00, 41.149297, -8.604223, 149.1, 3.154, 245.6100, 1.1, 1.5, 1.9
1411813815.89625, 1411813813.00, 41.149302, -8.604265, 148.0, 3.472, 279.2600, 1.1, 1.5, 1.9
1411813816.93166, 1411813814.00, 41.149310, -8.604308, 147.1, 3.771, 274.7100, 1.1, 1.5, 1.9
1411813818.86873, 1411813815.00, 41.149325, -8.604353, 143.4, 3.977, 283.3000, 1.1, 1.5, 1.9
1411813819.91486, 1411813817.00, 41.149360, -8.604438, 142.1, 3.205, 285.1900, 1.1, 1.5, 1.9
1411813820.90202, 1411813818.00, 41.149372, -8.604472, 140.9, 2.788, 286.0900, 1.1, 1.5, 1.9
1411813821.88838, 1411813819.00, 41.149383, -8.604503, 139.9, 2.994, 289.6300, 1.1, 1.5, 1.9
1411813823.33131, 1411813820.00, 41.149402, -8.604545, 138.1, 4.080, 287.4700, 1.1, 1.5, 1.9
1411813824.88932, 1411813822.00, 41.149438, -8.604655, 134.4, 5.119, 286.0900, 1.2, 1.6, 2.0
1411813825.93239, 1411813823.00, 41.149455, -8.604717, 133.1, 5.114, 284.6900, 1.2, 1.6, 2.0
1411813826.87698, 1411813824.00, 41.149468, -8.604778, 132.0, 5.294, 285.1500, 1.4, 1.5, 2.1
1411813828.32652, 1411813825.00, 41.149482, -8.604840, 131.3, 5.376, 286.3900, 1.2, 1.3, 1.8
1411813828.92258, 1411813826.00, 41.149497, -8.604900, 130.2, 5.155, 288.3000, 1.2, 1.3, 1.8
1411813829.91258, 1411813827.00, 41.149512, -8.604955, 129.5, 4.625, 289.7500, 1.4, 1.5, 2.1
1411813830.88159, 1411813828.00, 41.149533, -8.605007, 127.9, 4.512, 288.5100, 1.4, 1.5, 2.1
1411813831.91986, 1411813829.00, 41.149545, -8.605057, 127.3, 4.316, 285.4100, 1.2, 1.3, 1.8
1411813833.88467, 1411813830.00, 41.149555, -8.605105, 127.0, 4.146, 288.0900, 1.2, 1.3, 1.8
1411813834.89971, 1411813832.00, 41.149572, -8.605193, 126.8, 3.550, 286.6000, 1.2, 1.3, 1.8
1411813835.89000, 1411813833.00, 41.149580, -8.605232, 126.1, 2.984, 288.4800, 1.6, 1.6, 2.2
1411813836.90217, 1411813834.00, 41.149583, -8.605258, 125.8, 1.795, 291.9500, 1.6, 1.6, 2.2
1411813838.33405, 1411813835.00, 41.149583, -8.605272, 125.8, 0.767, 300.5400, 1.6, 1.6, 2.2
1411813839.87929, 1411813837.00, 41.149563, -8.605278, 127.8, 0.154, 239.5900, 1.6, 1.6, 2.2
1411813840.90668, 1411813838.00, 41.149552, -8.605283, 129.0, 0.473, 281.8000, 1.6, 1.6, 2.2
1411813841.91507, 1411813839.00, 41.149542, -8.605293, 130.3, 0.952, 271.7000, 1.6, 1.6, 2.2
1411813843.31548, 1411813840.00, 41.149542, -8.605312, 130.5, 1.950, 287.2700, 1.6, 1.6, 2.2
1411813843.93127, 1411813841.00, 41.149548, -8.605340, 130.7, 2.953, 295.6400, 1.6, 1.6, 2.2
1411813844.91562, 1411813842.00, 41.149558, -8.605377, 131.2, 3.709, 296.7100, 1.6, 1.6, 2.2
1411813845.91517, 1411813843.00, 41.149568, -8.605427, 131.3, 4.898, 286.2800, 1.2, 1.3, 1.8
1411813846.89159, 1411813844.00, 41.149577, -8.605493, 131.3, 6.369, 277.4500, 1.2, 1.3, 1.8
1411813848.22050, 1411813845.00, 41.149582, -8.605578, 131.6, 7.639, 277.6400, 1.9, 1.7, 2.5
1411813848.92740, 1411813846.00, 41.149595, -8.605670, 131.4, 7.876, 282.3700, 1.6, 1.6, 2.2
1411813849.92223, 1411813847.00, 41.149608, -8.605763, 131.5, 7.886, 282.0000, 1.2, 1.3, 1.8
1411813850.92099, 1411813848.00, 41.149625, -8.605857, 131.5, 7.789, 283.3800, 1.4, 1.5, 2.1
1411813851.81786, 1411813849.00, 41.149645, -8.605947, 130.9, 7.552, 284.2000, 1.4, 1.5, 2.1
1411813853.30687, 1411813849.00, 41.149645, -8.605947, 130.2, 7.552, 284.2000, 1.2, 1.3, 1.8
1411813853.89485, 1411813851.00, 41.149680, -8.606117, 129.7, 6.986, 283.6800, 1.2, 1.3, 1.8
1411813854.82076, 1411813852.00, 41.149697, -8.606197, 129.0, 6.667, 286.3600, 1.2, 1.3, 1.8
1411813855.86542, 1411813852.00, 41.149697, -8.606197, 129.3, 6.667, 286.3600, 1.2, 1.3, 1.8
1411813856.92438, 1411813854.00, 41.149720, -8.606352, 129.7, 6.708, 285.6200, 1.2, 1.3, 1.8
1411813858.32201, 1411813855.00, 41.149737, -8.606433, 129.6, 7.310, 288.4200, 1.7, 1.6, 2.4
1411813858.92961, 1411813856.00, 41.149755, -8.606520, 129.6, 7.789, 285.2300, 1.7, 1.6, 2.4
1411813859.93749, 1411813857.00, 41.149777, -8.606612, 129.1, 8.113, 285.5400, 1.1, 1.6, 1.9
1411813860.91887, 1411813858.00, 41.149807, -8.606707, 128.1, 8.427, 286.4800, 1.8, 2.6, 3.2
1411813861.88494, 1411813859.00, 41.149838, -8.606803, 127.0, 8.658, 286.6500, 1.8, 2.6, 3.2
1411813863.32238, 1411813860.00, 41.149868, -8.606902, 126.2, 8.740, 286.8800, 1.8, 2.6, 3.2
1411813863.95531, 1411813861.00, 41.149900, -8.607000, 125.5, 8.802, 287.3700, 1.8, 2.6, 3.2
1411813864.90355, 1411813862.00, 41.149933, -8.607100, 124.5, 8.812, 288.9500, 1.8, 2.6, 3.2
1411813865.88646, 1411813863.00, 41.149957, -8.607197, 124.4, 8.421, 287.9500, 1.8, 2.6, 3.2
1411813866.92692, 1411813864.00, 41.149977, -8.607290, 124.4, 7.676, 284.5300, 1.8, 2.6, 3.2
1411813868.31304, 1411813865.00, 41.150000, -8.607370, 123.2, 6.189, 281.1700, 2.4, 4.6, 5.2
1411813868.89508, 1411813866.00, 41.150010, -8.607435, 122.7, 4.861, 282.3400, 2.6, 1.0, 2.8
1411813869.89271, 1411813867.00, 41.150020, -8.607485, 122.4, 3.930, 289.0700, 2.6, 1.0, 2.8
1411813870.92900, 1411813868.00, 41.150040, -8.607522, 121.1, 2.958, 290.5600, 2.4, 4.6, 5.2
1411813871.89788, 1411813869.00, 41.150045, -8.607550, 121.4, 2.109, 291.2200, 1.8, 2.7, 3.2
1411813873.87397, 1411813871.00, 41.150065, -8.607580, 120.0, 1.075, 291.5000, 1.8, 2.7, 3.2
1411813874.98936, 1411813872.00, 41.150075, -8.607590, 119.0, 0.890, 298.7200, 2.4, 4.7, 5.2
1411813875.81424, 1411813873.00, 41.150083, -8.607597, 118.1, 0.679, 304.2600, 2.4, 4.7, 5.2
1411813876.88497, 1411813873.00, 41.150083, -8.607597, 117.4, 0.679, 304.2600, 2.4, 4.7, 5.2
1411813878.31865, 1411813875.00, 41.150097, -8.607602, 116.5, 0.175, 358.5900, 2.4, 4.7, 5.2
1411813878.93533, 1411813876.00, 41.150107, -8.607600, 115.2, 0.257, 9.0900, 2.4, 4.7, 5.2
1411813879.91967, 1411813877.00, 41.150102, -8.607600, 115.8, 0.170, 10.5300, 1.2, 1.6, 2.0
1411813880.94223, 1411813878.00, 41.150100, -8.607598, 115.8, 0.082, 21.6700, 1.2, 1.6, 2.0
1411813881.92883, 1411813879.00, 41.150102, -8.607598, 115.6, 0.067, 23.1300, 1.2, 1.6, 2.0
1411813883.88707, 1411813880.00, 41.150103, -8.607597, 115.1, 0.021, 43.3000, 1.2, 1.6, 2.0
1411813884.89109, 1411813882.00, 41.150108, -8.607610, 115.1, 1.327, 289.4000, 1.2, 1.6, 2.0
1411813885.93595, 1411813883.00, 41.150120, -8.607635, 114.4, 3.123, 290.3200, 1.2, 1.6, 2.0
1411813886.92923, 1411813884.00, 41.150130, -8.607680, 114.6, 4.620, 287.8500, 1.1, 1.6, 1.9
1411813888.91162, 1411813885.00, 41.150143, -8.607735, 114.0, 5.006, 289.3700, 1.9, 1.7, 2.5
1411813889.91499, 1411813887.00, 41.150175, -8.607863, 113.5, 6.019, 286.4900, 1.4, 1.6, 2.1
1411813890.90972, 1411813888.00, 41.150193, -8.607935, 112.8, 6.518, 287.8100, 1.9, 1.7, 2.5
1411813891.88200, 1411813889.00, 41.150210, -8.608012, 112.7, 6.832, 289.6600, 1.9, 1.7, 2.5
1411813893.33088, 1411813890.00, 41.150225, -8.608088, 113.3, 6.760, 288.4100, 1.4, 1.6, 2.1
1411813893.90749, 1411813891.00, 41.150245, -8.608165, 112.9, 6.703, 289.4800, 1.4, 1.6, 2.1
1411813894.90560, 1411813892.00, 41.150268, -8.608242, 112.5, 6.734, 288.2800, 1.2, 1.6, 2.0
1411813895.89450, 1411813893.00, 41.150285, -8.608320, 112.7, 6.899, 287.9100, 1.9, 1.7, 2.5
1411813896.91048, 1411813894.00, 41.150303, -8.608400, 112.7, 7.104, 288.6300, 1.9, 1.7, 2.5
1411813898.90127, 1411813895.00, 41.150322, -8.608483, 112.8, 7.187, 287.3300, 1.9, 1.7, 2.6
1411813899.90073, 1411813897.00, 41.150357, -8.608648, 112.9, 6.935, 286.4700, 1.2, 1.6, 2.0
1411813900.93349, 1411813898.00, 41.150367, -8.608725, 114.0, 6.132, 285.5700, 1.0, 1.5, 1.8
1411813901.91891, 1411813899.00, 41.150372, -8.608788, 115.6, 4.599, 289.2300, 1.6, 1.6, 2.3
1411813903.87155, 1411813900.00, 41.150375, -8.608833, 118.0, 3.128, 286.8000, 1.6, 1.6, 2.3
1411813904.89154, 1411813902.00, 41.150368, -8.608893, 119.7, 1.893, 289.0500, 1.6, 1.6, 2.3
1411813905.93684, 1411813903.00, 41.150365, -8.608915, 121.2, 1.780, 283.3800, 1.6, 1.6, 2.3
1411813906.91086, 1411813904.00, 41.150362, -8.608942, 122.6, 2.706, 283.2700, 1.2, 1.3, 1.8
1411813908.87493, 1411813905.00, 41.150365, -8.608980, 123.7, 3.606, 286.1500, 1.2, 1.3, 1.8
1411813909.93262, 1411813907.00, 41.150380, -8.609073, 123.5, 4.419, 277.5300, 1.2, 1.3, 1.8
1411813910.91689, 1411813908.00, 41.150387, -8.609128, 123.9, 4.964, 280.6500, 1.2, 1.3, 1.8
1411813911.89818, 1411813909.00, 41.150402, -8.609190, 123.8, 5.659, 281.4200, 0.9, 1.3, 1.6
1411813913.31880, 1411813910.00, 41.150430, -8.609257, 122.6, 6.261, 282.3400, 0.9, 1.3, 1.6
1411813913.94461, 1411813911.00, 41.150457, -8.609332, 121.5, 6.605, 280.9400, 0.9, 1.3, 1.6
1411813914.78879, 1411813912.00, 41.150487, -8.609407, 120.0, 6.461, 281.4600, 0.9, 1.3, 1.6
1411813915.80644, 1411813913.00, 41.150510, -8.609475, 118.9, 5.643, 281.2300, 0.9, 1.3, 1.6
1411813916.87554, 1411813913.00, 41.150510, -8.609475, 116.5, 5.643, 281.2300, 1.2, 1.3, 1.8
1411813918.28328, 1411813915.00, 41.150555, -8.609595, 114.8, 4.959, 282.9500, 1.2, 1.3, 1.8
1411813918.88826, 1411813916.00, 41.150570, -8.609648, 114.5, 4.481, 282.0800, 1.0, 1.5, 1.8
1411813919.78252, 1411813917.00, 41.150587, -8.609695, 114.3, 3.426, 273.8000, 1.0, 1.5, 1.8
1411813920.31482, 1411813917.00, 41.150587, -8.609695,, 3.426, 273.8000,,,
1411813920.90601, 1411813918.00, 41.150588, -8.609728, 114.4, 2.253, 280.6900, 1.0, 1.5, 1.8
1411813921.87672, 1411813919.00, 41.150588, -8.609748, 115.0, 1.116, 288.4100, 1.0, 1.5, 1.8
1411813923.31547, 1411813920.00, 41.150587, -8.609755, 115.9, 0.113, 248.8100, 1.0, 1.5, 1.8
1411813923.91371, 1411813921.00, 41.150577, -8.609757, 117.2, 0.247, 179.3100, 1.0, 1.5, 1.8
1411813924.94402, 1411813922.00, 41.150570, -8.609757, 118.0, 0.216, 178.5900, 1.0, 1.5, 1.8
1411813925.90637, 1411813923.00, 41.150565, -8.609757, 118.7, 0.123, 170.4100, 1.0, 1.5, 1.8
1411813926.89446, 1411813924.00, 41.150560, -8.609757, 119.2, 0.129, 170.4700, 1.0, 1.5, 1.8
1411813928.22557, 1411813925.00, 41.150557, -8.609757, 119.9, 0.123, 170.7400, 1.0, 1.5, 1.8
1411813928.91079, 1411813926.00, 41.150552, -8.609757, 120.6, 0.077, 174.1000, 1.0, 1.5, 1.8
1411813929.80259, 1411813927.00, 41.150548, -8.609757, 120.9, 0.031, 101.7400, 1.0, 1.5, 1.8
1411813930.87940, 1411813927.00, 41.150548, -8.609757, 121.3, 0.031, 101.7400, 1.0, 1.5, 1.8
1411813931.91229, 1411813929.00, 41.150538, -8.609757, 122.4, 0.149, 169.0400, 1.0, 1.5, 1.8
1411813933.32039, 1411813930.00, 41.150532, -8.609757, 123.4, 0.108, 165.1800, 1.0, 1.5, 1.8
1411813933.93540, 1411813931.00, 41.150527, -8.609757, 124.3, 0.041, 146.2100, 1.0, 1.5, 1.8
1411813934.92477, 1411813932.00, 41.150520, -8.609757, 125.1, 0.082, 160.2700, 1.0, 1.5, 1.8
1411813935.79135, 1411813933.00, 41.150517, -8.609758, 125.7, 0.026, 114.5700, 1.0, 1.5, 1.8
1411813936.33158, 1411813933.00, 41.150517, -8.609758,, 0.026, 114.5700,,,
1411813936.93491, 1411813934.00, 41.150512, -8.609758, 126.4, 0.057, 147.7200, 1.0, 1.5, 1.8
1411813938.22533, 1411813935.00, 41.150507, -8.609758, 127.1, 0.077, 158.5100, 1.0, 1.5, 1.8
1411813938.90480, 1411813936.00, 41.150503, -8.609758, 127.6, 0.046, 141.8600, 1.0, 1.5, 1.8
1411813939.94143, 1411813937.00, 41.150502, -8.609758, 128.0, 0.082, 158.9300, 1.0, 1.5, 1.8
1411813940.93059, 1411813938.00, 41.150498, -8.609760, 128.5, 0.087, 161.7200, 1.0, 1.5, 1.8
1411813941.82391, 1411813939.00, 41.150495, -8.609760, 128.9, 0.031, 113.8400, 1.0, 1.5, 1.8
1411813943.22862, 1411813940.00, 41.150488, -8.609760, 129.8, 0.062, 151.4200, 1.0, 1.5, 1.8
1411813943.95392, 1411813941.00, 41.150483, -8.609760, 130.6, 0.057, 150.9200, 1.0, 1.5, 1.8
1411813944.92284, 1411813942.00, 41.150478, -8.609760, 131.4, 0.067, 154.2800, 1.0, 1.5, 1.8
1411813945.91117, 1411813943.00, 41.150473, -8.609762, 132.1, 0.062, 148.2100, 1.0, 1.5, 1.8
1411813946.90408, 1411813944.00, 41.150468, -8.609762, 132.8, 0.062, 158.4400, 1.0, 1.5, 1.8
1411813948.84098, 1411813946.00, 41.150465, -8.609762, 134.0, 0.087, 169.3400, 1.2, 1.6, 2.0
1411813949.90140, 1411813946.00, 41.150465, -8.609762, 134.6, 0.087, 169.3400, 1.0, 1.5, 1.8
1411813950.95506, 1411813948.00, 41.150458, -8.609762, 135.1, 0.129, 172.6800, 1.0, 1.5, 1.8
1411813951.91603, 1411813949.00, 41.150458, -8.609760, 135.4, 0.093, 163.5800, 1.0, 1.5, 1.8
1411813953.30721, 1411813950.00, 41.150460, -8.609760, 135.7, 0.036, 67.0100, 1.0, 1.5, 1.8
1411813953.94180, 1411813951.00, 41.150463, -8.609760, 135.9, 0.026, 259.1500, 1.0, 1.5, 1.8
1411813954.94580, 1411813952.00, 41.150467, -8.609760, 136.1, 0.082, 303.3800, 1.0, 1.5, 1.8
1411813955.95661, 1411813953.00, 41.150468, -8.609760, 136.4, 0.159, 228.2500, 0.9, 1.3, 1.6
1411813956.94447, 1411813954.00, 41.150465, -8.609765, 136.8, 0.504, 280.3400, 1.0, 1.5, 1.8
1411813958.25286, 1411813955.00, 41.150468, -8.609773, 136.7, 0.859, 282.7600, 1.0, 1.5, 1.8
1411813958.96159, 1411813956.00, 41.150470, -8.609783, 136.8, 0.911, 273.6600, 1.0, 1.5, 1.8
1411813959.88222, 1411813957.00, 41.150472, -8.609793, 136.6, 0.833, 272.3700, 1.0, 1.5, 1.8
1411813960.85918, 1411813958.00, 41.150475, -8.609803, 136.6, 0.916, 271.8900, 0.9, 1.3, 1.6
1411813961.85059, 1411813959.00, 41.150483, -8.609818, 136.3, 1.564, 294.8700, 0.9, 1.3, 1.6
1411813963.92692, 1411813960.00, 41.150493, -8.609838, 135.7, 1.939, 284.5000, 0.9, 1.3, 1.6
1411813964.86446, 1411813962.00, 41.150503, -8.609875, 135.2, 1.039, 290.0700, 0.9, 1.3, 1.6
1411813965.90930, 1411813963.00, 41.150508, -8.609883, 134.9, 0.226, 281.9100, 0.9, 1.3, 1.6
1411813966.92531, 1411813964.00, 41.150520, -8.609885, 134.0, 0.072, 359.8500, 0.9, 1.3, 1.6
1411813968.88767, 1411813965.00, 41.150530, -8.609885, 132.3, 0.036, 116.5500, 0.9, 1.3, 1.6
1411813969.96052, 1411813967.00, 41.150545, -8.609887, 132.0, 0.062, 39.5000, 0.9, 1.3, 1.6
1411813970.93180, 1411813968.00, 41.150553, -8.609887, 131.1, 0.159, 23.4300, 0.9, 1.3, 1.6
1411813971.82035, 1411813969.00, 41.150560, -8.609887, 130.5, 0.103, 34.7900, 0.9, 1.3, 1.6
1411813973.78361, 1411813969.00, 41.150560, -8.609887, 129.0, 0.103, 34.7900, 1.1, 1.6, 1.9
1411813974.33032, 1411813971.00, 41.150572, -8.609887,, 0.046, 76.6600,,,
1411813974.94958, 1411813972.00, 41.150573, -8.609887, 128.8, 0.046, 126.0400, 0.9, 1.3, 1.6
1411813975.93423, 1411813973.00, 41.150575, -8.609888, 128.4, 0.062, 51.1100, 0.9, 1.3, 1.6
1411813976.84146, 1411813974.00, 41.150577, -8.609888, 128.1, 0.031, 130.2200, 1.1, 1.6, 1.9
1411813978.33941, 1411813974.00, 41.150577, -8.609888, 127.8, 0.031, 130.2200, 1.1, 1.6, 1.9
1411813978.93642, 1411813976.00, 41.150578, -8.609888, 127.5, 0.026, 83.5900, 1.1, 1.6, 1.9
1411813979.83376, 1411813977.00, 41.150575, -8.609890, 127.9, 0.077, 174.3200, 0.9, 1.3, 1.6
1411813980.83457, 1411813978.00, 41.150575, -8.609892, 127.7, 0.046, 36.4900, 0.9, 1.3, 1.6
1411813981.87371, 1411813978.00, 41.150575, -8.609892, 127.5, 0.046, 36.4900, 0.9, 1.3, 1.6
1411813983.84408, 1411813981.00, 41.150572, -8.609892, 127.7, 0.031, 122.7300, 0.9, 1.3, 1.6
1411813984.82425, 1411813982.00, 41.150568, -8.609893, 128.0, 0.036, 111.0400, 0.9, 1.3, 1.6
1411813985.87024, 1411813982.00, 41.150568, -8.609893, 128.3, 0.036, 111.0400, 0.9, 1.3, 1.6
1411813986.93782, 1411813984.00, 41.150563, -8.609893, 128.5, 0.046, 115.9400, 0.9, 1.3, 1.6
1411813988.33571, 1411813985.00, 41.150560, -8.609895, 128.9, 0.036, 128.6500, 0.9, 1.3, 1.6
1411813988.96726, 1411813986.00, 41.150558, -8.609895, 129.1, 0.036, 46.4100, 0.9, 1.3, 1.6
1411813989.94628, 1411813987.00, 41.150558, -8.609895, 129.0, 0.098, 26.6900, 0.9, 1.3, 1.6
1411813990.95382, 1411813988.00, 41.150557, -8.609895, 129.2, 0.062, 139.0000, 0.9, 1.3, 1.6
1411813991.87545, 1411813989.00, 41.150555, -8.609895, 129.3, 0.062, 157.7000, 0.9, 1.3, 1.6
1411813993.35290, 1411813990.00, 41.150557, -8.609895, 129.0, 0.067, 40.8800, 0.9, 1.3, 1.6
1411813994.92981, 1411813992.00, 41.150558, -8.609893, 128.6, 0.108, 15.0500, 0.9, 1.3, 1.6
1411813995.83957, 1411813993.00, 41.150560, -8.609893, 128.5, 0.051, 57.2200, 0.9, 1.3, 1.6
1411813996.81873, 1411813994.00, 41.150563, -8.609893, 128.0, 0.067, 24.5500, 1.1, 1.6, 2.0
1411813998.25147, 1411813995.00, 41.150565, -8.609893, 127.6, 0.021, 74.2900, 1.1, 1.6, 2.0
1411813998.97302, 1411813996.00, 41.150568, -8.609893, 127.0, 0.175, 8.5000, 1.1, 1.6, 2.0
1411813999.91837, 1411813997.00, 41.150568, -8.609893, 126.7, 0.031, 298.1600, 0.9, 1.3, 1.6
1411814000.85339, 1411813998.00, 41.150570, -8.609902, 126.8, 1.317, 287.4500, 0.9, 1.3, 1.6
1411814001.94131, 1411813999.00, 41.150578, -8.609923, 126.7, 2.691, 295.0200, 0.9, 1.3, 1.6
1411814003.82292, 1411814001.00, 41.150613, -8.609982, 127.2, 3.817, 321.7600, 0.9, 1.3, 1.6
1411814004.88697, 1411814001.00, 41.150613, -8.609982, 127.8, 3.817, 321.7600, 0.9, 1.3, 1.6
1411814005.85724, 1411814003.00, 41.150672, -8.610032, 128.7, 4.563, 341.4300, 0.9, 1.3, 1.6
1411814006.87577, 1411814004.00, 41.150712, -8.610040, 128.8, 4.285, 359.0100, 0.9, 1.3, 1.6
1411814008.82141, 1411814006.00, 41.150790, -8.610003, 129.3, 5.016, 30.9300, 0.9, 1.3, 1.6
1411814009.85037, 1411814007.00, 41.150820, -8.609970, 131.0, 5.083, 33.1600, 0.9, 1.3, 1.6
1411814010.91501, 1411814007.00, 41.150820, -8.609970, 131.5, 5.083, 33.1600, 0.9, 1.3, 1.6
1411814011.83247, 1411814009.00, 41.150897, -8.609892, 132.0, 5.304, 35.5100, 0.9, 1.3, 1.6
1411814013.79106, 1411814010.00, 41.150935, -8.609852, 133.6, 5.278, 34.1600, 0.9, 1.3, 1.6
1411814014.87810, 1411814012.00, 41.151008, -8.609777, 134.5, 4.903, 36.2200, 0.9, 1.3, 1.6
1411814015.85101, 1411814013.00, 41.151045, -8.609738, 135.0, 4.759, 38.4300, 0.9, 1.3, 1.6
1411814016.85737, 1411814014.00, 41.151082, -8.609700, 135.5, 5.422, 34.4300, 0.9, 1.3, 1.6
1411814018.24508, 1411814015.00, 41.151120, -8.609662, 136.2, 5.186, 35.5800, 0.9, 1.3, 1.6
1411814018.80959, 1411814016.00, 41.151155, -8.609625, 137.1, 4.836, 35.6600, 0.9, 1.3, 1.6
1411814019.84140, 1411814017.00, 41.151185, -8.609590, 138.5, 4.584, 34.3200, 0.9, 1.3, 1.6
1411814020.85687, 1411814018.00, 41.151220, -8.609560, 139.6, 4.764, 28.1200, 0.9, 1.3, 1.6
1411814021.85244, 1411814019.00, 41.151255, -8.609540, 140.8, 4.368, 13.5200, 0.9, 1.3, 1.6
1411814023.32162, 1411814019.00, 41.151255, -8.609540, 142.8, 4.368, 13.5200, 0.9, 1.3, 1.6
1411814023.99391, 1411814021.00, 41.151328, -8.609565, 143.8, 5.216, 327.0400, 0.9, 1.3, 1.6
1411814024.82949, 1411814022.00, 41.151363, -8.609597, 145.2, 4.980, 319.2500, 0.9, 1.3, 1.6
1411814025.87896, 1411814023.00, 41.151392, -8.609633, 146.5, 4.615, 313.9700, 0.9, 1.3, 1.6
1411814026.87684, 1411814024.00, 41.151420, -8.609667, 147.2, 4.270, 313.2400, 0.9, 1.3, 1.6
1411814028.27162, 1411814025.00, 41.151453, -8.609700, 146.8, 4.018, 318.7000, 0.9, 1.3, 1.6
1411814028.92185, 1411814026.00, 41.151485, -8.609733, 146.0, 3.884, 316.2000, 1.0, 1.4, 1.8
1411814029.90029, 1411814027.00, 41.151522, -8.609767, 143.6, 3.817, 310.1800, 1.0, 1.4, 1.8
1411814030.93406, 1411814028.00, 41.151548, -8.609805, 142.1, 3.447, 305.1600, 1.0, 1.4, 1.8
1411814031.92773, 1411814029.00, 41.151572, -8.609837, 140.4, 2.752, 304.5800, 1.0, 1.4, 1.8
1411814033.88476, 1411814030.00, 41.151592, -8.609862, 137.1, 2.114, 308.1700, 1.0, 1.4, 1.8
1411814034.93029, 1411814032.00, 41.151625, -8.609892, 135.1, 1.091, 310.5000, 1.0, 1.4, 1.8
1411814035.80758, 1411814033.00, 41.151638, -8.609900, 133.3, 0.679, 307.6300, 1.0, 1.4, 1.8
1411814036.33396, 1411814033.00, 41.151638, -8.609900,, 0.679, 307.6300,,,
1411814036.93450, 1411814034.00, 41.151648, -8.609905, 131.7, 0.340, 312.2600, 1.0, 1.4, 1.8
1411814038.90176, 1411814035.00, 41.151655, -8.609907, 128.9, 0.103, 334.2100, 1.0, 1.4, 1.8
1411814039.94167, 1411814037.00, 41.151672, -8.609905, 127.6, 0.057, 30.9000, 1.0, 1.4, 1.8
1411814040.93887, 1411814038.00, 41.151677, -8.609905, 126.6, 0.041, 35.3300, 1.0, 1.4, 1.8
1411814041.94789, 1411814039.00, 41.151682, -8.609905, 125.6, 0.072, 28.9700, 1.0, 1.4, 1.8
1411814043.35385, 1411814040.00, 41.151687, -8.609905, 124.7, 0.051, 41.5700, 1.0, 1.4, 1.8
1411814043.92537, 1411814041.00, 41.151693, -8.609905, 123.8, 0.041, 41.4800, 1.0, 1.4, 1.8
1411814044.92451, 1411814042.00, 41.151700, -8.609903, 123.0, 0.031, 51.9600, 1.0, 1.4, 1.8
1411814045.94211, 1411814043.00, 41.151705, -8.609903, 122.3, 0.046, 35.9400, 1.0, 1.4, 1.8
1411814046.94978, 1411814044.00, 41.151710, -8.609903, 121.6, 0.046, 40.5400, 1.0, 1.4, 1.8
1411814048.92084, 1411814045.00, 41.151713, -8.609903, 120.4, 0.041, 44.4000, 1.0, 1.4, 1.8
1411814049.95889, 1411814047.00, 41.151720, -8.609902, 119.9, 0.041, 41.2200, 1.0, 1.4, 1.8
1411814050.94149, 1411814048.00, 41.151722, -8.609902, 119.3, 0.036, 43.7400, 1.0, 1.4, 1.8
1411814051.96676, 1411814049.00, 41.151725, -8.609902, 118.8, 0.036, 47.8400, 1.0, 1.4, 1.8
